,Unnamed: 0,hue,lightness,chroma,red,green,blue,hlc,rgb,rgb_front
960,960,35,75,6,193,182,159,035-75-06,193-182-159,"(193,182,159)"
961,961,35,77,39,255,182,24,035-77-39,255-182-24,"(255,182,24)"
962,962,35,78,29,249,189,89,035-78-29,249-189-89,"(249,189,89)"
963,963,35,81,23,242,201,123,035-81-23,242-201-123,"(242,201,123)"
964,964,35,81,29,251,200,99,035-81-29,251-200-99,"(251,200,99)"
965,965,35,82,18,237,208,153,035-82-18,237-208-153,"(237,208,153)"
966,966,35,85,21,249,213,152,035-85-21,249-213-152,"(249,213,152)"
967,967,35,88,12,241,224,189,035-88-12,241-224-189,"(241,224,189)"
968,968,36,36,10,99,84,62,036-36-10,99-84-62,"(99,84,62)"
969,969,36,52,14,153,125,79,036-52-14,153-125-79,"(153,125,79)"
970,970,36,53,17,167,130,78,036-53-17,167-130-78,"(167,130,78)"
971,971,36,61,15,182,151,102,036-61-15,182-151-102,"(182,151,102)"
972,972,36,62,3,165,159,146,036-62-03,165-159-146,"(165,159,146)"
973,973,36,62,7,165,152,128,036-62-07,165-152-128,"(165,152,128)"
974,974,36,65,23,206,160,89,036-65-23,206-160-89,"(206,160,89)"
975,975,36,70,16,204,175,120,036-70-16,204-175-120,"(204,175,120)"
976,976,36,72,13,200,180,140,036-72-13,200-180-140,"(200,180,140)"
977,977,36,74,35,245,178,34,036-74-35,245-178-34,"(245,178,34)"
978,978,36,75,18,221,188,127,036-75-18,221-188-127,"(221,188,127)"
979,979,36,75,23,235,189,108,036-75-23,235-189-108,"(235,189,108)"
980,980,36,78,16,224,195,141,036-78-16,224-195-141,"(224,195,141)"
981,981,36,78,35,252,188,54,036-78-35,252-188-54,"(252,188,54)"
982,982,36,79,13,222,201,159,036-79-13,222-201-159,"(222,201,159)"
983,983,36,80,7,212,200,174,036-80-07,212-200-174,"(212,200,174)"
984,984,36,82,16,236,207,152,036-82-16,236-207-152,"(236,207,152)"
985,985,36,83,12,227,211,172,036-83-12,227-211-172,"(227,211,172)"
986,986,36,86,17,244,220,168,036-86-17,244-220-168,"(244,220,168)"
987,987,36,87,7,232,222,195,036-87-07,232-222-195,"(232,222,195)"
988,988,36,88,16,245,224,174,036-88-16,245-224-174,"(245,224,174)"
989,989,36,89,6,238,233,217,036-89-06,238-233-217,"(238,233,217)"
990,990,36,90,2,238,236,226,036-90-02,238-236-226,"(238,236,226)"
991,991,37,34,10,95,80,59,037-34-10,95-80-59,"(95,80,59)"
992,992,37,34,11,99,81,55,037-34-11,99-81-55,"(99,81,55)"
993,993,37,36,6,98,88,75,037-36-06,98-88-75,"(98,88,75)"
994,994,37,40,8,110,97,77,037-40-08,110-97-77,"(110,97,77)"
995,995,37,43,11,125,105,73,037-43-11,125-105-73,"(125,105,73)"
996,996,37,50,13,146,121,83,037-50-13,146-121-83,"(146,121,83)"
997,997,37,56,4,149,141,126,037-56-04,149-141-126,"(149,141,126)"
998,998,37,58,8,158,145,117,037-58-08,158-145-117,"(158,145,117)"
999,999,37,60,21,182,143,82,037-60-21,182-143-82,"(182,143,82)"
1000,1000,37,61,6,163,153,133,037-61-06,163-153-133,"(163,153,133)"
1001,1001,37,61,13,175,149,106,037-61-13,175-149-106,"(175,149,106)"
1002,1002,37,67,23,201,158,81,037-67-23,201-158-81,"(201,158,81)"
1003,1003,37,74,8,199,186,159,037-74-08,199-186-159,"(199,186,159)"
1004,1004,37,77,22,224,189,112,037-77-22,224-189-112,"(224,189,112)"
1005,1005,37,77,37,249,187,11,037-77-37,249-187-11,"(249,187,11)"
1006,1006,37,81,21,236,206,135,037-81-21,236-206-135,"(236,206,135)"
1007,1007,37,81,37,255,198,51,037-81-37,255-198-51,"(255,198,51)"
1008,1008,37,82,32,255,202,92,037-82-32,255-202-92,"(255,202,92)"
1009,1009,37,89,13,243,227,189,037-89-13,243-227-189,"(243,227,189)"
1010,1010,37,93,0,239,238,233,037-93-00,239-238-233,"(239,238,233)"
1011,1011,38,42,18,127,99,51,038-42-18,127-99-51,"(127,99,51)"
1012,1012,38,43,5,119,109,95,038-43-05,119-109-95,"(119,109,95)"
1013,1013,38,44,2,113,109,102,038-44-02,113-109-102,"(113,109,102)"
1014,1014,38,45,21,139,107,45,038-45-21,139-107-45,"(139,107,45)"
1015,1015,38,47,24,150,112,40,038-47-24,150-112-40,"(150,112,40)"
1016,1016,38,50,5,134,124,108,038-50-05,134-124-108,"(134,124,108)"
1017,1017,38,52,21,159,123,59,038-52-21,159-123-59,"(159,123,59)"
1018,1018,38,53,19,164,128,66,038-53-19,164-128-66,"(164,128,66)"
1019,1019,38,54,25,176,131,46,038-54-25,176-131-46,"(176,131,46)"
1020,1020,38,56,6,153,142,124,038-56-06,153-142-124,"(153,142,124)"
1021,1021,38,56,13,163,138,95,038-56-13,163-138-95,"(163,138,95)"
1022,1022,38,58,18,176,139,76,038-58-18,176-139-76,"(176,139,76)"
1023,1023,38,58,23,185,143,68,038-58-23,185-143-68,"(185,143,68)"
1024,1024,38,59,29,194,143,35,038-59-29,194-143-35,"(194,143,35)"
1025,1025,38,61,8,167,154,126,038-61-08,167-154-126,"(167,154,126)"
1026,1026,38,61,25,190,147,59,038-61-25,190-147-59,"(190,147,59)"
1027,1027,38,64,31,207,153,31,038-64-31,207-153-31,"(207,153,31)"
1028,1028,38,67,6,178,167,143,038-67-06,178-167-143,"(178,167,143)"
1029,1029,38,67,9,182,166,136,038-67-09,182-166-136,"(182,166,136)"
1030,1030,38,67,13,191,168,125,038-67-13,191-168-125,"(191,168,125)"
1031,1031,38,70,26,214,170,75,038-70-26,214-170-75,"(214,170,75)"
1032,1032,38,71,17,211,180,122,038-71-17,211-180-122,"(211,180,122)"
1033,1033,38,75,6,199,190,166,038-75-06,199-190-166,"(199,190,166)"
1034,1034,38,75,26,229,185,90,038-75-26,229-185-90,"(229,185,90)"
1035,1035,38,76,18,222,191,126,038-76-18,222-191-126,"(222,191,126)"
1036,1036,38,80,25,239,202,110,038-80-25,239-202-110,"(239,202,110)"
1037,1037,38,81,5,214,208,189,038-81-05,214-208-189,"(214,208,189)"
1038,1038,38,84,4,221,215,197,038-84-04,221-215-197,"(221,215,197)"
1039,1039,38,84,25,244,212,121,038-84-25,244-212-121,"(244,212,121)"
1040,1040,38,86,20,244,220,154,038-86-20,244-220-154,"(244,220,154)"
1041,1041,38,86,22,243,217,142,038-86-22,243-217-142,"(243,217,142)"
1042,1042,38,90,9,243,232,201,038-90-09,243-232-201,"(243,232,201)"
1043,1043,39,30,3,78,74,66,039-30-03,78-74-66,"(78,74,66)"
1044,1044,39,35,1,87,86,82,039-35-01,87-86-82,"(87,86,82)"
1045,1045,39,50,7,137,127,104,039-50-07,137-127-104,"(137,127,104)"
1046,1046,39,65,2,169,166,155,039-65-02,169-166-155,"(169,166,155)"
1047,1047,39,66,17,194,164,105,039-66-17,194-164-105,"(194,164,105)"
1048,1048,39,66,32,211,161,36,039-66-32,211-161-36,"(211,161,36)"
1049,1049,39,70,29,215,171,60,039-70-29,215-171-60,"(215,171,60)"
1050,1050,39,71,32,223,173,54,039-71-32,223-173-54,"(223,173,54)"
1051,1051,39,73,4,191,186,169,039-73-04,191-186-169,"(191,186,169)"
1052,1052,39,74,32,233,183,59,039-74-32,233-183-59,"(233,183,59)"
1053,1053,39,75,1,193,193,184,039-75-01,193-193-184,"(193,193,184)"
1054,1054,39,75,11,204,190,151,039-75-11,204-190-151,"(204,190,151)"
1055,1055,39,76,31,231,188,66,039-76-31,231-188-66,"(231,188,66)"
1056,1056,39,79,11,217,201,162,039-79-11,217-201-162,"(217,201,162)"
1057,1057,39,80,20,233,200,129,039-80-20,233-200-129,"(233,200,129)"
1058,1058,39,81,8,212,203,174,039-81-08,212-203-174,"(212,203,174)"
1059,1059,39,81,31,246,204,85,039-81-31,246-204-85,"(246,204,85)"
1060,1060,39,90,5,240,234,214,039-90-05,240-234-214,"(240,234,214)"
1061,1061,40,25,7,67,60,49,040-25-07,67-60-49,"(67,60,49)"
1062,1062,40,29,7,82,74,59,040-29-07,82-74-59,"(82,74,59)"
1063,1063,40,29,13,87,70,41,040-29-13,87-70-41,"(87,70,41)"
1064,1064,40,36,11,100,84,60,040-36-11,100-84-60,"(100,84,60)"
1065,1065,40,36,18,113,86,38,040-36-18,113-86-38,"(113,86,38)"
1066,1066,40,37,6,97,90,75,040-37-06,97-90-75,"(97,90,75)"
1067,1067,40,42,14,122,102,63,040-42-14,122-102-63,"(122,102,63)"
1068,1068,40,45,11,128,111,80,040-45-11,128-111-80,"(128,111,80)"
1069,1069,40,47,14,135,113,72,040-47-14,135-113-72,"(135,113,72)"
1070,1070,40,47,24,147,114,41,040-47-24,147-114-41,"(147,114,41)"
1071,1071,40,49,7,134,121,99,040-49-07,134-121-99,"(134,121,99)"
1072,1072,40,51,18,153,124,62,040-51-18,153-124-62,"(153,124,62)"
1073,1073,40,53,21,160,127,56,040-53-21,160-127-56,"(160,127,56)"
1074,1074,40,54,7,148,134,110,040-54-07,148-134-110,"(148,134,110)"
1075,1075,40,55,1,139,138,132,040-55-01,139-138-132,"(139,138,132)"
1076,1076,40,55,20,170,135,64,040-55-20,170-135-64,"(170,135,64)"
1077,1077,40,56,15,164,139,87,040-56-15,164-139-87,"(164,139,87)"
1078,1078,40,58,28,184,138,22,040-58-28,184-138-22,"(184,138,22)"
1079,1079,40,59,7,161,148,124,040-59-07,161-148-124,"(161,148,124)"
1080,1080,40,59,13,167,145,100,040-59-13,167-145-100,"(167,145,100)"
1081,1081,40,59,19,175,143,75,040-59-19,175-143-75,"(175,143,75)"
1082,1082,40,59,25,185,143,47,040-59-25,185-143-47,"(185,143,47)"
1083,1083,40,60,10,166,149,114,040-60-10,166-149-114,"(166,149,114)"
1084,1084,40,60,29,194,145,19,040-60-29,194-145-19,"(194,145,19)"
1085,1085,40,62,1,158,157,149,040-62-01,158-157-149,"(158,157,149)"
1086,1086,40,64,15,189,163,109,040-64-15,189-163-109,"(189,163,109)"
1087,1087,40,65,19,199,166,90,040-65-19,199-166-90,"(199,166,90)"
1088,1088,40,66,4,173,168,150,040-66-04,173-168-150,"(173,168,150)"
1089,1089,40,66,23,201,166,72,040-66-23,201-166-72,"(201,166,72)"
1090,1090,40,67,7,177,167,143,040-67-07,177-167-143,"(177,167,143)"
1091,1091,40,72,34,228,177,10,040-72-34,228-177-10,"(228,177,10)"
1092,1092,40,75,6,200,195,173,040-75-06,200-195-173,"(200,195,173)"
1093,1093,40,75,14,210,192,137,040-75-14,210-192-137,"(210,192,137)"
1094,1094,40,76,18,221,193,123,040-76-18,221-193-123,"(221,193,123)"
1095,1095,40,76,30,232,190,62,040-76-30,232-190-62,"(232,190,62)"
1096,1096,40,79,38,253,197,0,040-79-38,253-197-0,"(253,197,0)"
1097,1097,40,80,31,242,200,68,040-80-31,242-200-68,"(242,200,68)"
1098,1098,40,81,40,255,202,0,040-81-40,255-202-0,"(255,202,0)"
1099,1099,40,85,6,225,221,200,040-85-06,225-221-200,"(225,221,200)"
1100,1100,40,85,11,231,221,186,040-85-11,231-221-186,"(231,221,186)"
1101,1101,40,85,15,237,219,164,040-85-15,237-219-164,"(237,219,164)"
1102,1102,40,85,20,239,216,146,040-85-20,239-216-146,"(239,216,146)"
1103,1103,40,85,24,241,216,130,040-85-24,241-216-130,"(241,216,130)"
1104,1104,40,86,20,240,220,149,040-86-20,240-220-149,"(240,220,149)"
1105,1105,40,89,15,242,226,177,040-89-15,242-226-177,"(242,226,177)"
1106,1106,40,90,6,236,230,206,040-90-06,236-230-206,"(236,230,206)"
1107,1107,40,90,11,240,232,199,040-90-11,240-232-199,"(240,232,199)"
1108,1108,40,92,0,238,235,226,040-92-00,238-235-226,"(238,235,226)"
1109,1109,41,28,11,77,65,44,041-28-11,77-65-44,"(77,65,44)"
1110,1110,41,31,2,76,74,68,041-31-02,76-74-68,"(76,74,68)"
1111,1111,41,55,11,155,136,98,041-55-11,155-136-98,"(155,136,98)"
1112,1112,41,65,1,165,166,157,041-65-01,165-166-157,"(165,166,157)"
1113,1113,41,65,11,182,167,128,041-65-11,182-167-128,"(182,167,128)"
1114,1114,41,65,28,204,161,31,041-65-28,204-161-31,"(204,161,31)"
1115,1115,41,75,11,204,192,151,041-75-11,204-192-151,"(204,192,151)"
1116,1116,41,75,23,224,191,99,041-75-23,224-191-99,"(224,191,99)"
1117,1117,41,83,36,255,208,45,041-83-36,255-208-45,"(255,208,45)"
1118,1118,41,84,28,245,215,105,041-84-28,245-215-105,"(245,215,105)"
1119,1119,41,85,31,248,211,92,041-85-31,248-211-92,"(248,211,92)"
1120,1120,42,31,12,87,74,51,042-31-12,87-74-51,"(87,74,51)"
1121,1121,42,44,7,119,109,89,042-44-07,119-109-89,"(119,109,89)"
1122,1122,42,45,1,112,112,106,042-45-01,112-112-106,"(112,112,106)"
1123,1123,42,57,25,177,138,41,042-57-25,177-138-41,"(177,138,41)"
1124,1124,42,61,22,182,148,63,042-61-22,182-148-63,"(182,148,63)"
1125,1125,42,70,24,206,174,79,042-70-24,206-174-79,"(206,174,79)"
1126,1126,42,71,6,188,182,159,042-71-06,188-182-159,"(188,182,159)"
1127,1127,42,83,19,232,213,140,042-83-19,232-213-140,"(232,213,140)"
1128,1128,42,84,30,239,208,87,042-84-30,239-208-87,"(239,208,87)"
1129,1129,42,86,10,231,222,186,042-86-10,231-222-186,"(231,222,186)"
1130,1130,43,24,6,66,60,48,043-24-06,66-60-48,"(66,60,48)"
1131,1131,43,26,9,70,61,44,043-26-09,70-61-44,"(70,61,44)"
1132,1132,43,27,2,68,66,60,043-27-02,68-66-60,"(68,66,60)"
1133,1133,43,31,10,86,76,55,043-31-10,86-76-55,"(86,76,55)"
1134,1134,43,32,6,85,78,63,043-32-06,85-78-63,"(85,78,63)"
1135,1135,43,32,16,91,76,45,043-32-16,91-76-45,"(91,76,45)"
1136,1136,43,38,6,102,95,79,043-38-06,102-95-79,"(102,95,79)"
1137,1137,43,40,18,114,92,44,043-40-18,114-92-44,"(114,92,44)"
1138,1138,43,42,13,117,101,63,043-42-13,117-101-63,"(117,101,63)"
1139,1139,43,45,17,130,108,57,043-45-17,130-108-57,"(130,108,57)"
1140,1140,43,46,20,139,111,45,043-46-20,139-111-45,"(139,111,45)"
1141,1141,43,53,17,156,132,74,043-53-17,156-132-74,"(156,132,74)"
1142,1142,43,54,11,150,136,98,043-54-11,150-136-98,"(150,136,98)"
1143,1143,43,60,4,155,152,136,043-60-04,155-152-136,"(155,152,136)"
1144,1144,43,61,8,165,156,128,043-61-08,165-156-128,"(165,156,128)"
1145,1145,43,63,14,174,156,107,043-63-14,174-156-107,"(174,156,107)"
1146,1146,43,65,31,209,166,33,043-65-31,209-166-33,"(209,166,33)"
1147,1147,43,68,13,187,175,129,043-68-13,187-175-129,"(187,175,129)"
1148,1148,43,71,30,219,180,42,043-71-30,219-180-42,"(219,180,42)"
1149,1149,43,75,34,231,190,30,043-75-34,231-190-30,"(231,190,30)"
1150,1150,43,78,28,230,199,83,043-78-28,230-199-83,"(230,199,83)"
1151,1151,43,79,15,217,202,150,043-79-15,217-202-150,"(217,202,150)"
1152,1152,43,79,36,239,200,20,043-79-36,239-200-20,"(239,200,20)"
1153,1153,43,81,8,213,208,178,043-81-08,213-208-178,"(213,208,178)"
1154,1154,43,81,32,243,209,79,043-81-32,243-209-79,"(243,209,79)"
1155,1155,43,82,9,217,210,175,043-82-09,217-210-175,"(217,210,175)"
1156,1156,43,83,25,241,212,115,043-83-25,241-212-115,"(241,212,115)"
1157,1157,43,84,14,229,219,171,043-84-14,229-219-171,"(229,219,171)"
1158,1158,43,85,34,253,217,57,043-85-34,253-217-57,"(253,217,57)"
1159,1159,43,85,37,247,214,41,043-85-37,247-214-41,"(247,214,41)"
1160,1160,43,86,8,227,223,193,043-86-08,227-223-193,"(227,223,193)"
1161,1161,43,88,19,240,225,154,043-88-19,240-225-154,"(240,225,154)"
1162,1162,43,89,0,227,227,222,043-89-00,227-227-222,"(227,227,222)"
1163,1163,43,89,17,243,230,169,043-89-17,243-230-169,"(243,230,169)"
1164,1164,43,89,25,243,224,141,043-89-25,243-224-141,"(243,224,141)"
1165,1165,43,90,7,237,234,209,043-90-07,237-234-209,"(237,234,209)"
1166,1166,43,90,10,240,234,198,043-90-10,240-234-198,"(240,234,198)"
1167,1167,43,90,14,241,233,191,043-90-14,241-233-191,"(241,233,191)"
1168,1168,44,36,10,98,88,62,044-36-10,98-88-62,"(98,88,62)"
1169,1169,44,36,13,100,86,56,044-36-13,100-86-56,"(100,86,56)"
1170,1170,44,38,17,110,91,46,044-38-17,110-91-46,"(110,91,46)"
1171,1171,44,44,9,118,107,79,044-44-09,118-107-79,"(118,107,79)"
1172,1172,44,48,25,147,114,25,044-48-25,147-114-25,"(147,114,25)"
1173,1173,44,50,8,134,125,100,044-50-08,134-125-100,"(134,125,100)"
1174,1174,44,51,4,131,127,112,044-51-04,131-127-112,"(131,127,112)"
1175,1175,44,52,13,144,127,82,044-52-13,144-127-82,"(144,127,82)"
1176,1176,44,55,20,165,139,66,044-55-20,165-139-66,"(165,139,66)"
1177,1177,44,61,17,174,154,85,044-61-17,174-154-85,"(174,154,85)"
1178,1178,44,63,24,186,153,60,044-63-24,186-153-60,"(186,153,60)"
1179,1179,44,67,10,179,169,132,044-67-10,179-169-132,"(179,169,132)"
1180,1180,44,68,20,197,176,94,044-68-20,197-176-94,"(197,176,94)"
1181,1181,44,71,16,200,181,122,044-71-16,200-181-122,"(200,181,122)"
1182,1182,44,77,9,204,199,165,044-77-09,204-199-165,"(204,199,165)"
1183,1183,44,82,17,224,212,150,044-82-17,224-212-150,"(224,212,150)"
1184,1184,45,26,1,62,62,58,045-26-01,62-62-58,"(62,62,58)"
1185,1185,45,27,8,72,64,47,045-27-08,72-64-47,"(72,64,47)"
1186,1186,45,30,7,79,73,59,045-30-07,79-73-59,"(79,73,59)"
1187,1187,45,36,9,97,88,65,045-36-09,97-88-65,"(97,88,65)"
1188,1188,45,36,17,101,87,44,045-36-17,101-87-44,"(101,87,44)"
1189,1189,45,38,13,105,91,55,045-38-13,105-91-55,"(105,91,55)"
1190,1190,45,44,13,122,109,69,045-44-13,122-109-69,"(122,109,69)"
1191,1191,45,50,7,135,125,104,045-50-07,135-125-104,"(135,125,104)"
1192,1192,45,50,17,140,122,70,045-50-17,140-122-70,"(140,122,70)"
1193,1193,45,58,17,161,145,82,045-58-17,161-145-82,"(161,145,82)"
1194,1194,45,63,4,162,160,144,045-63-04,162-160-144,"(162,160,144)"
1195,1195,45,63,29,188,157,29,045-63-29,188-157-29,"(188,157,29)"
1196,1196,45,66,24,192,166,69,045-66-24,192-166-69,"(192,166,69)"
1197,1197,45,67,5,175,171,149,045-67-05,175-171-149,"(175,171,149)"
1198,1198,45,70,28,204,176,59,045-70-28,204-176-59,"(204,176,59)"
1199,1199,45,71,19,195,181,107,045-71-19,195-181-107,"(195,181,107)"
1200,1200,45,72,10,189,183,148,045-72-10,189-183-148,"(189,183,148)"
1201,1201,45,73,5,189,187,164,045-73-05,189-187-164,"(189,187,164)"
1202,1202,45,73,15,197,186,128,045-73-15,197-186-128,"(197,186,128)"
1203,1203,45,84,32,242,217,85,045-84-32,242-217-85,"(242,217,85)"
1204,1204,45,87,33,247,225,98,045-87-33,247-225-98,"(247,225,98)"
1205,1205,45,89,2,229,228,216,045-89-02,229-228-216,"(229,228,216)"
1206,1206,45,89,11,237,231,191,045-89-11,237-231-191,"(237,231,191)"
1207,1207,45,89,15,237,228,175,045-89-15,237-228-175,"(237,228,175)"
1208,1208,45,90,5,232,229,211,045-90-05,232-229-211,"(232,229,211)"
1209,1209,46,38,6,99,94,78,046-38-06,99-94-78,"(99,94,78)"
1210,1210,46,39,9,103,97,75,046-39-09,103-97-75,"(103,97,75)"
1211,1211,46,44,18,126,110,57,046-44-18,126-110-57,"(126,110,57)"
1212,1212,46,45,22,130,108,37,046-45-22,130-108-37,"(130,108,37)"
1213,1213,46,51,11,136,127,91,046-51-11,136-127-91,"(136,127,91)"
1214,1214,46,51,15,143,131,83,046-51-15,143-131-83,"(143,131,83)"
1215,1215,46,52,22,152,129,50,046-52-22,152-129-50,"(152,129,50)"
1216,1216,46,54,27,162,135,26,046-54-27,162-135-26,"(162,135,26)"
1217,1217,46,59,15,160,148,93,046-59-15,160-148-93,"(160,148,93)"
1218,1218,46,59,23,174,151,62,046-59-23,174-151-62,"(174,151,62)"
1219,1219,46,62,7,163,158,132,046-62-07,163-158-132,"(163,158,132)"
1220,1220,46,66,11,174,169,130,046-66-11,174-169-130,"(174,169,130)"
1221,1221,46,70,16,190,182,124,046-70-16,190-182-124,"(190,182,124)"
1222,1222,46,74,23,201,187,102,046-74-23,201-187-102,"(201,187,102)"
1223,1223,46,75,0,190,193,187,046-75-00,190-193-187,"(190,193,187)"
1224,1224,46,75,28,214,192,80,046-75-28,214-192-80,"(214,192,80)"
1225,1225,46,78,28,221,202,95,046-78-28,221-202-95,"(221,202,95)"
1226,1226,46,79,6,205,203,178,046-79-06,205-203-178,"(205,203,178)"
1227,1227,46,79,11,207,201,160,046-79-11,207-201-160,"(207,201,160)"
1228,1228,46,80,20,215,206,129,046-80-20,215-206-129,"(215,206,129)"
1229,1229,46,80,31,227,205,73,046-80-31,227-205-73,"(227,205,73)"
1230,1230,46,83,11,222,217,178,046-83-11,222-217-178,"(222,217,178)"
1231,1231,46,84,14,228,217,167,046-84-14,228-217-167,"(228,217,167)"
1232,1232,46,85,5,223,221,201,046-85-05,223-221-201,"(223,221,201)"
1233,1233,46,85,28,240,221,106,046-85-28,240-221-106,"(240,221,106)"
1234,1234,46,85,34,239,221,87,046-85-34,239-221-87,"(239,221,87)"
1235,1235,46,86,25,236,227,140,046-86-25,236-227-140,"(236,227,140)"
1236,1236,46,87,28,241,226,123,046-87-28,241-226-123,"(241,226,123)"
1237,1237,46,88,24,238,229,149,046-88-24,238-229-149,"(238,229,149)"
1238,1238,46,89,20,238,230,163,046-89-20,238-230-163,"(238,230,163)"
1239,1239,47,42,6,107,103,87,047-42-06,107-103-87,"(107,103,87)"
1240,1240,47,43,4,110,107,94,047-43-04,110-107-94,"(110,107,94)"
1241,1241,47,56,12,148,143,99,047-56-12,148-143-99,"(148,143,99)"
1242,1242,47,74,20,201,189,113,047-74-20,201-189-113,"(201,189,113)"
1243,1243,47,79,14,207,202,143,047-79-14,207-202-143,"(207,202,143)"
1244,1244,47,80,24,218,207,120,047-80-24,218-207-120,"(218,207,120)"
1245,1245,47,82,1,212,212,204,047-82-01,212-212-204,"(212,212,204)"
1246,1246,47,84,19,227,219,155,047-84-19,227-219-155,"(227,219,155)"
1247,1247,47,91,0,233,234,229,047-91-00,233-234-229,"(233,234,229)"
1248,1248,48,35,6,90,85,67,048-35-06,90-85-67,"(90,85,67)"
1249,1249,48,39,19,105,95,50,048-39-19,105-95-50,"(105,95,50)"
1250,1250,48,41,19,109,98,50,048-41-19,109-98-50,"(109,98,50)"
1251,1251,48,71,3,179,180,165,048-71-03,179-180-165,"(179,180,165)"
1252,1252,48,71,6,184,183,157,048-71-06,184-183-157,"(184,183,157)"
1253,1253,48,82,17,217,213,147,048-82-17,217-213-147,"(217,213,147)"
1254,1254,48,84,3,219,218,203,048-84-03,219-218-203,"(219,218,203)"
1255,1255,48,90,17,237,234,176,048-90-17,237-234-176,"(237,234,176)"
1256,1256,49,25,2,61,60,55,049-25-02,61-60-55,"(61,60,55)"
1257,1257,49,31,10,83,78,54,049-31-10,83-78-54,"(83,78,54)"
1258,1258,49,33,6,85,81,65,049-33-06,85-81-65,"(85,81,65)"
1259,1259,49,33,14,91,84,47,049-33-14,91-84-47,"(91,84,47)"
1260,1260,49,34,4,85,83,71,049-34-04,85-83-71,"(85,83,71)"
1261,1261,49,37,9,96,91,67,049-37-09,96-91-67,"(96,91,67)"
1262,1262,49,41,11,106,101,68,049-41-11,106-101-68,"(106,101,68)"
1263,1263,49,42,22,114,103,37,049-42-22,114-103-37,"(114,103,37)"
1264,1264,49,50,23,136,124,42,049-50-23,136-124-42,"(136,124,42)"
1265,1265,49,59,10,152,150,109,049-59-10,152-150-109,"(152,150,109)"
1266,1266,49,59,24,164,150,55,049-59-24,164-150-55,"(164,150,55)"
1267,1267,49,60,6,152,152,130,049-60-06,152-152-130,"(152,152,130)"
1268,1268,49,62,30,175,158,26,049-62-30,175-158-26,"(175,158,26)"
1269,1269,49,65,0,164,166,162,049-65-00,164-166-162,"(164,166,162)"
1270,1270,49,66,5,171,171,151,049-66-05,171-171-151,"(171,171,151)"
1271,1271,49,66,15,173,169,110,049-66-15,173-169-110,"(173,169,110)"
1272,1272,49,68,30,190,175,40,049-68-30,190-175-40,"(190,175,40)"
1273,1273,49,73,18,194,191,115,049-73-18,194-191-115,"(194,191,115)"
1274,1274,49,82,36,226,216,58,049-82-36,226-216-58,"(226,216,58)"
1275,1275,49,83,8,214,214,177,049-83-08,214-214-177,"(214,214,177)"
1276,1276,49,86,7,226,225,194,049-86-07,226-225-194,"(226,225,194)"
1277,1277,49,86,11,222,224,184,049-86-11,222-224-184,"(222,224,184)"
1278,1278,49,86,17,225,224,168,049-86-17,225-224-168,"(225,224,168)"
1279,1279,49,86,36,236,228,74,049-86-36,236-228-74,"(236,228,74)"
1280,1280,49,90,10,232,232,195,049-90-10,232-232-195,"(232,232,195)"
1281,1281,50,40,14,105,102,64,050-40-14,105-102-64,"(105,102,64)"
1282,1282,50,42,15,112,109,65,050-42-15,112-109-65,"(112,109,65)"
1283,1283,50,45,6,113,111,91,050-45-06,113-111-91,"(113,111,91)"
1284,1284,50,46,10,119,116,82,050-46-10,119-116-82,"(119,116,82)"
1285,1285,50,51,0,127,128,123,050-51-00,127-128-123,"(127,128,123)"
1286,1286,50,52,6,130,132,108,050-52-06,130-132-108,"(130,132,108)"
1287,1287,50,55,13,140,141,100,050-55-13,140-141-100,"(140,141,100)"
1288,1288,50,61,19,162,157,87,050-61-19,162-157-87,"(162,157,87)"
1289,1289,50,66,20,176,172,91,050-66-20,176-172-91,"(176,172,91)"
1290,1290,50,67,26,182,175,71,050-67-26,182-175-71,"(182,175,71)"
1291,1291,50,69,11,178,177,133,050-69-11,178-177-133,"(178,177,133)"
1292,1292,50,75,29,207,197,69,050-75-29,207-197-69,"(207,197,69)"
1293,1293,50,78,21,204,205,124,050-78-21,204-205-124,"(204,205,124)"
1294,1294,50,80,12,208,208,161,050-80-12,208-208-161,"(208,208,161)"
1295,1295,50,81,26,217,213,112,050-81-26,217-213-112,"(217,213,112)"
1296,1296,50,83,41,227,218,0,050-83-41,227-218-0,"(227,218,0)"
1297,1297,50,84,39,226,219,27,050-84-39,226-219-27,"(226,219,27)"
1298,1298,50,85,25,224,223,139,050-85-25,224-223-139,"(224,223,139)"
1299,1299,50,85,29,228,223,116,050-85-29,228-223-116,"(228,223,116)"
1300,1300,50,87,20,227,228,157,050-87-20,227-228-157,"(227,228,157)"
1301,1301,50,88,24,230,228,146,050-88-24,230-228-146,"(230,228,146)"
1302,1302,50,88,36,234,231,92,050-88-36,234-231-92,"(234,231,92)"
1303,1303,50,89,19,233,233,170,050-89-19,233-233-170,"(233,233,170)"
1304,1304,50,89,28,235,235,138,050-89-28,235-235-138,"(235,235,138)"
1305,1305,50,90,3,234,233,221,050-90-03,234-233-221,"(234,233,221)"
1306,1306,50,90,8,233,234,204,050-90-08,233-234-204,"(233,234,204)"
1307,1307,51,36,1,87,88,83,051-36-01,87-88-83,"(87,88,83)"
1308,1308,51,49,20,128,122,58,051-49-20,128-122-58,"(128,122,58)"
1309,1309,51,61,4,154,156,141,051-61-04,154-156-141,"(154,156,141)"
